LJ	203
LK	2160
LL	30534
LM	3550
LN	494
LO	18178
LP	615
LQ	76
LR	455
LS	4811
LT	4342
LU	4937
LV	2505
LW	350
LX	18
LY	2723
LZ	839
LÉ	1
M	9644
M 	141
M.	3
MA	42277
MB	3552
MC	3865
MD	127
ME	16693
MF	91
MG	158
MH	100
MI	13942
MJ	26
MK	338
ML	408
MM	3985
MN	129
MO	15100
MP	3270
MQ	43
MR	420
MS	3847
MT	58
MU	4988
MV	10
MW	77
MY	802
MZ	91
N	73646
N 	1749
NA	17507
NB	2438
NC	6277
ND	17100
NE	27061
NF	797
NG	19235
NH	1512
NI	12796
NJ	342
NK	4815
NL	839
NM	425
NN	7976
NO	13556
NP	212
NQ	124
NR	893
NS	14741
NT	12402
NU	1809
NV	226
NW	378
NX	5
NY	1653
NZ	4114
O	32311
O 	1179
O.	1
OA	1865
OB	4489
OC	4622
OD	7388
OE	3913
OF	2845
OG	2770
OH	4922
OI	1995
OJ	694
OK	2185
OL	15931
OM	9213
ON	42099
OO	6773
OP	4150
OQ	172
OR	25282
OS	14436
OT	6735
OU	12437
OV	4696
OW	8502
OX	666
OY	3011
OZ	2385
P	2928
P 	41
PA	10915
PB	289
PC	146
PD	36
PE	11922
PF	656
PG	17
PH	2704
PI	5326
PJ	6
PK	425
PL	1790
PM	193
PN	93
PO	5797
PP	3036
PQ	1
PR	3340
PS	1982
PT	375
PU	1492
PV	2
PW	19
PY	200
PZ	3
Q	243
Q 	1
QA	172
QB	27
QD	1
QE	17
QH	1
QI	90
QL	4
QM	5
QN	1
QO	8
QP	1
QQ	23
QR	8
QS	1
QT	4
QU	4556
QV	12
QW	1
QZ	4
R	63480
R 	925
R.	5
R0	1
R3	1
RA	33928
RB	2849
RC	4931
RD	11729
RE	31578
RF	917
RG	6394
RH	1440
RI	29894
RJ	210
RK	4036
RL	2915
RM	4161
RN	8702
RO	29552
RP	1260
RQ	462
RR	13122
RS	10240
RT	18705
RU	8397
RV	1278
RW	678
RX	23
RY	5204
RZ	1764
S	57000
S 	1479
S.	1
SA	18895
SB	1156
SC	13809
SD	350
SE	15892
SF	212
SG	222
SH	13524
SI	9898
SJ	90
SK	9604
SL	2562
SM	4843
SN	1684
SO	17082
SP	3345
SQ	911
SR	1119
SS	10831
ST	20912
SU	3269
SV	208
SW	1481
SY	603
SZ	1290
T	21872
T 	634
T/	1
TA	13780
TB	126
TC	1721
TD	22
TE	23148
TF	205
TG	258
TH	12736
TI	15549
TJ	100
TK	913
TL	1712
TM	1109
TN	958
TO	14628
TP	80
TQ	2
TR	8254
TS	3544
TT	12414
TU	3119
TV	86
TW	457
TX	2
TY	1429
TZ	6381
U	4147
U 	215
UA	2065
UB	3015
UC	4653
UD	3488
UE	10468
UF	1952
UG	3686
UH	1395
UI	4516
UJ	499
UK	1561
UL	8303
UM	5044
UN	9764
UO	438
UP	1700
UQ	154
UR	12001
US	9888
UT	5564
UU	101
UV	429
UW	181
UX	876
UY	1107
UZ	2003
V	912
V 	2
VA	12224
VB	2
VC	49
VD	33
VE	10778
VG	8
VH	7
VI	8923
VJ	13
VK	41
VL	247
VM	3
VN	72
VO	2466
VR	381
VS	352
VT	10
VU	234
VV	14
VW	4
VY	195
VZ	7
W	2559
W 	45
WA	9358
WB	92
WC	139
WD	266
WE	7711
WF	169
WG	15
WH	1653
WI	9700
WJ	4
WK	244
WL	649
WM	162
WN	1520
WO	3762
WP	6
WQ	1
WR	1130
WS	3589
WT	117
WU	316
WV	18
WW	32
WY	502
WZ	28
X	1970
X 	41
XA	413
XB	14
XC	6
XD	3
XE	170
XF	9
XG	2
XH	35
XI	145
XJ	1
XL	97
XM	18
XN	27
XO	194
XP	5
XQ	1
XR	14
XS	43
XT	202
XU	28
XV	2
XW	77
XX	6
Y	22824
Y 	346
YA	4118
YB	492
YC	487
YD	1225
YE	5253
YF	128
YG	153
YH	155
YI	362
YJ	43
YK	788
YL	1851
YM	733
YN	2380
YO	3304
YP	145
YQ	6
YR	771
YS	1001
YT	534
YU	561
YV	115
YW	123
YX	5
YY	72
YZ	107
Z	24420
Z 	1296
ZA	9235
ZB	180
ZC	374
ZD	216
ZE	4795
ZF	60
ZG	330
ZH	223
ZI	4192
ZJ	19
ZK	469
ZL	455
ZM	811
ZN	285
ZO	2109
ZP	109
ZQ	469
ZR	253
ZS	168
ZT	66
ZU	1084
ZV	97
ZW	186
ZX	1
ZY	915
ZZ	1705
’I	1
ÉO	1
