JL	20
JM	34
JN	17
JO	22469
JP	4
JR	20
JS	11
JT	8
JU	6995
JV	1
JW	13
JY	22
JZ	9
K	9836
KA	4983
KB	49
KC	6
KD	9
KE	3460
KF	7
KG	2
KH	1117
KI	2109
KJ	10
KK	86
KL	434
KM	35
KN	43
KO	1094
KP	6
KQ	3
KR	361
KS	161
KT	59
KU	521
KV	1
KW	102
KY	412
KZ	1
L	37536
L,	1
L6	1
LA	20558
LB	4775
LC	176
LD	11378
LE	34902
LF	2802
LG	474
LH	148
LI	29714
LJ	79
LK	168
LL	18332
LM	2439
LN	129
LO	14934
LP	1411
LQ	22
LR	143
LS	728
LT	3954
LU	3822
LV	3719
LW	141
LX	2
LY	7055
LZ	60
M	13151
MA	54106
MB	501
MC	53
MD	68
ME	14485
MF	4
MG	35
MH	21
MI	14813
MJ	18
MK	26
ML	40
MM	2923
MN	52
MO	9604
MP	177
MQ	2
MR	122
MS	123
MT	38
MU	3803
MV	7
MW	12
MY	1638
MZ	77
N	54563
NA	26463
NB	56
NC	8770
ND	15543
NE	31038
NF	187
NG	4861
NH	423
NI	16065
NJ	665
NK	4479
NL	450
NM	70
NN	13761
NO	6392
NP	33
NQ	14
NR	1678
NS	1513
NT	6525
NU	1914
NV	122
NW	153
NX	3
NY	2775
NZ	906
O	21802
O,	1
OA	1621
OB	23640
OC	609
OD	2450
OE	1412
OF	311
OG	2342
OH	8363
OI	1349
OJ	112
OK	447
OL	11612
OM	9548
ON	28348
OO	954
OP	1667
OQ	34
OR	24859
OS	17133
OT	3829
OU	5488
OV	566
OW	813
OX	112
OY	4195
OZ	284
P	2008
PA	11447
PB	2
PC	66
PD	4
PE	4720
PF	1
PG	1
PH	12597
PI	576
PJ	1
PK	5
PL	64
PM	1
PN	5
PO	498
PP	223
PR	570
PS	37
PT	35
PU	116
PY	30
PZ	1
Q	169
QA	101
QB	34
QD	2
QE	8
QH	1
QI	59
QM	4
QO	7
QR	5
QS	8
QU	1965
QW	2
QY	1
R	23205
R.	17
R0	1
R4	1
R6	1
RA	38462
RB	6226
RC	1742
RD	20383
RE	24153
RF	98
RG	8817
RH	351
RI	43065
RJ	713
RK	1940
RL	18444
RM	5272
RN	5352
RO	43911
RP	55
RQ	43
RR	5567
RS	811
RT	34723
RU	4520
RV	1493
RW	332
RX	2
RY	19475
RZ	189
S	41256
S.	1
SA	20008
SB	71
SC	2250
SD	28
SE	17140
SF	28
SG	19
SH	6074
SI	3645
SJ	11
SK	138
SL	776
SM	736
SN	56
SO	2528
SP	320
SQ	134
SR	284
SS	2943
ST	10938
SU	4691
SV	101
SW	94
SY	1438
SZ	206
T	36175
T.	1
TA	9745
TB	12
TC	176
TD	5
TE	13620
TF	25
TG	18
TH	26165
TI	7402
TJ	34
TK	26
TL	217
TM	62
TN	57
TO	10663
TP	6
TR	4327
TS	486
TT	6297
TU	717
TV	44
TW	77
TX	1
TY	1866
TZ	163
U	1400
UA	4222
UB	1680
UC	1719
UD	4273
UE	6676
UF	366
UG	3496
UH	532
UI	4803
UJ	63
UK	511
UL	11667
UM	726
UN	3291
UO	217
UP	513
UQ	27
UR	6677
US	6718
UT	1532
UU	24
UV	142
UW	44
UX	8
UY	562
UZ	714
V	615
VA	4631
VB	5
VC	3
VD	15
VE	5900
VF	1
VG	15
VH	5
VI	16541
VJ	4
VK	25
VL	154
VM	1
VN	11
VO	1068
VR	53
VS	16
VT	4
VU	31
VV	9
VW	1
VY	129
VZ	3
W	2090
W,	1
WA	8442
WB	2
WC	1
WD	16
WE	1054
WF	15
WG	2
WH	20
WI	9422
WJ	2
WK	18
WL	68
WM	17
WN	231
WO	403
WP	1
WQ	1
WR	797
WS	19
WT	13
WU	32
WW	9
WY	150
WZ	40
X	1217
XA	688
XB	2
XC	1
XE	49
XF	2
XH	16
XI	749
XL	3
XM	5
XO	16
XP	5
XR	2
XS	5
XT	55
XU	49
XW	8
XY	5
XZ	3
Y	41560
YA	1799
YB	129
YC	706
YD	1561
YE	1224
YF	38
YG	37
YH	25
YI	219
YJ	46
YK	57
YL	2526
YM	3379
YN	4601
YO	973
YP	8
YQ	1
YR	918
YS	888
YT	171
YU	595
YV	547
YW	38
YX	2
YY	45
YZ	16
Z	1395
ZA	3019
ZB	41
ZD	38
ZE	1007
ZF	1
ZG	10
ZH	115
ZI	823
ZJ	1
ZK	7
ZL	91
ZM	49
ZN	5
ZO	695
ZP	1
ZR	51
ZS	29
ZT	12
ZU	215
ZV	22
ZW	12
ZY	114
ZZ	93
