4I	1
AZ	6587
NH	1935
NI	28861
NJ	1007
NK	9294
NL	1289
NM	495
NN	21737
NO	19948
. 	4
NA	43970
NB	2494
NC	15047
ND	32643
NE	58099
NF	984
NG	24096
NX	8
NY	4428
NZ	5020
NP	245
NQ	138
NR	2571
NS	16254
NT	18927
NU	3723
NV	348
NW	531
QQ	23
.M	1
.O	1
N 	1749
VN	83
J	8343
.F	1
.R	1
Z	25898
�O	1
A 	1714
TZ	6544
TX	3
TY	3295
TV	130
TW	534
TT	18711
TU	3836
TR	12581
TS	4030
40	1
TQ	2
TN	1015
TO	25291
TL	1929
TM	1171
5	1
TK	939
TH	38901
TI	22951
TF	230
TG	276
TD	27
TE	36768
TB	138
TC	1897
TA	23525
AA	2803
AC	14485
AB	14197
AE	9516
AD	21202
AG	9855
AF	4733
AI	13252
AH	14440
AK	7982
AJ	2169
AM	45246
AL	67316
AO	1588
AN	127822
T.	1
T/	1
AS	34172
AR	159002
U	5579
AT	23277
AW	5096
AV	14139
AY	15613
AX	1384
CD	426
T 	634
D0	1
VK	66
